timestamp,site_id,solar_generation_kwh,wind_generation_kwh,energy_consumption_kwh,battery_soc,battery_charge_kwh,battery_discharge_kwh,grid_import_kwh,grid_export_kwh
2026-01-11T20:00:00+00:00,site_001,0.0,11.18,41.6,20.0,0.0,20.0,10.42,0.0
2026-01-11T21:00:00+00:00,site_001,0.0,17.62,41.73,10.0,0.0,10.0,14.11,0.0
2026-01-11T22:00:00+00:00,site_001,0.0,15.0,21.86,10.0,0.0,0.0,6.86,0.0
2026-01-11T23:00:00+00:00,site_001,0.0,18.0,21.46,10.0,0.0,0.0,3.46,0.0
2026-01-12T00:00:00+00:00,site_001,0.0,22.35,27.95,10.0,0.0,0.0,5.6,0.0
2026-01-12T01:00:00+00:00,site_001,0.0,16.55,26.11,10.0,0.0,0.0,9.56,0.0
2026-01-12T02:00:00+00:00,site_001,0.0,18.84,26.7,10.0,0.0,0.0,7.86,0.0
2026-01-12T03:00:00+00:00,site_001,0.0,21.03,24.04,10.0,0.0,0.0,3.01,0.0
2026-01-12T04:00:00+00:00,site_001,0.0,12.11,26.3,10.0,0.0,0.0,14.19,0.0
2026-01-12T05:00:00+00:00,site_001,0.0,9.76,23.87,10.0,0.0,0.0,14.11,0.0
2026-01-12T06:00:00+00:00,site_001,0.0,6.28,25.25,10.0,0.0,0.0,18.97,0.0
2026-01-12T07:00:00+00:00,site_001,13.95,7.22,45.16,10.0,0.0,0.0,23.99,0.0
2026-01-12T08:00:00+00:00,site_001,27.8,9.53,46.27,10.0,0.0,0.0,8.94,0.0
2026-01-12T09:00:00+00:00,site_001,39.11,10.19,47.94,11.4,1.36,0.0,0.0,0.0
2026-01-12T10:00:00+00:00,site_001,47.09,6.37,39.67,25.2,13.79,0.0,0.0,0.0
2026-01-12T11:00:00+00:00,site_001,49.63,4.45,38.24,41.0,15.84,0.0,0.0,0.0
2026-01-12T12:00:00+00:00,site_001,58.63,7.02,35.36,61.0,20.0,0.0,0.0,10.29
2026-01-12T13:00:00+00:00,site_001,45.87,2.08,38.74,70.2,9.21,0.0,0.0,0.0
2026-01-12T14:00:00+00:00,site_001,46.37,2.64,35.62,83.6,13.39,0.0,0.0,0.0
2026-01-12T15:00:00+00:00,site_001,39.12,7.94,39.71,90.9,7.35,0.0,0.0,0.0
2026-01-12T16:00:00+00:00,site_001,26.25,7.44,35.4,89.2,0.0,1.71,0.0,0.0
2026-01-12T17:00:00+00:00,site_001,11.8,8.63,53.11,69.2,0.0,20.0,12.68,0.0
2026-01-12T18:00:00+00:00,site_001,0.0,7.16,56.31,49.2,0.0,20.0,29.15,0.0
2026-01-12T19:00:00+00:00,site_001,0.0,16.55,54.38,29.2,0.0,20.0,17.83,0.0
2026-01-12T20:00:00+00:00,site_001,0.0,19.51,56.5,10.0,0.0,19.2,17.79,0.0
2026-01-12T21:00:00+00:00,site_001,0.0,18.28,52.85,10.0,0.0,0.0,34.57,0.0
2026-01-12T22:00:00+00:00,site_001,0.0,13.15,26.78,10.0,0.0,0.0,13.63,0.0
2026-01-12T23:00:00+00:00,site_001,0.0,18.2,26.26,10.0,0.0,0.0,8.06,0.0
2026-01-13T00:00:00+00:00,site_001,0.0,22.91,23.91,10.0,0.0,0.0,1.0,0.0
2026-01-13T01:00:00+00:00,site_001,0.0,19.35,26.17,10.0,0.0,0.0,6.82,0.0
2026-01-13T02:00:00+00:00,site_001,0.0,17.66,23.46,10.0,0.0,0.0,5.8,0.0
2026-01-13T03:00:00+00:00,site_001,0.0,15.03,24.67,10.0,0.0,0.0,9.64,0.0
2026-01-13T04:00:00+00:00,site_001,0.0,16.7,27.29,10.0,0.0,0.0,10.59,0.0
2026-01-13T05:00:00+00:00,site_001,0.0,11.49,26.47,10.0,0.0,0.0,14.98,0.0
2026-01-13T06:00:00+00:00,site_001,0.0,15.7,27.07,10.0,0.0,0.0,11.37,0.0
2026-01-13T07:00:00+00:00,site_001,13.78,8.86,45.57,10.0,0.0,0.0,22.93,0.0
2026-01-13T08:00:00+00:00,site_001,24.92,12.2,46.02,10.0,0.0,0.0,8.9,0.0
2026-01-13T09:00:00+00:00,site_001,37.28,10.83,47.29,10.8,0.82,0.0,0.0,0.0
2026-01-13T10:00:00+00:00,site_001,46.02,3.89,35.94,24.8,13.97,0.0,0.0,0.0
2026-01-13T11:00:00+00:00,site_001,48.71,6.57,38.13,42.0,17.15,0.0,0.0,0.0
2026-01-13T12:00:00+00:00,site_001,56.4,0.79,37.75,61.4,19.44,0.0,0.0,0.0
2026-01-13T13:00:00+00:00,site_001,56.91,3.39,38.49,81.4,20.0,0.0,0.0,1.81
2026-01-13T14:00:00+00:00,site_001,40.55,9.49,38.04,93.4,12.0,0.0,0.0,0.0
2026-01-13T15:00:00+00:00,site_001,34.36,2.53,37.75,92.5,0.0,0.86,0.0,0.0
2026-01-13T16:00:00+00:00,site_001,26.64,3.43,39.96,82.6,0.0,9.89,0.0,0.0
2026-01-13T17:00:00+00:00,site_001,15.19,8.92,52.09,62.6,0.0,20.0,7.98,0.0
2026-01-13T18:00:00+00:00,site_001,0.0,11.23,55.08,42.6,0.0,20.0,23.85,0.0
2026-01-13T19:00:00+00:00,site_001,0.0,13.28,52.87,22.6,0.0,20.0,19.59,0.0
2026-01-13T20:00:00+00:00,site_001,0.0,18.35,56.4,10.0,0.0,12.6,25.45,0.0
2026-01-13T21:00:00+00:00,site_001,0.0,13.99,54.26,10.0,0.0,0.0,40.27,0.0
2026-01-13T22:00:00+00:00,site_001,0.0,16.58,27.61,10.0,0.0,0.0,11.03,0.0
2026-01-13T23:00:00+00:00,site_001,0.0,18.58,27.4,10.0,0.0,0.0,8.82,0.0
2026-01-14T00:00:00+00:00,site_001,0.0,22.39,24.38,10.0,0.0,0.0,1.99,0.0
2026-01-14T01:00:00+00:00,site_001,0.0,21.39,25.07,10.0,0.0,0.0,3.68,0.0
2026-01-14T02:00:00+00:00,site_001,0.0,22.09,25.54,10.0,0.0,0.0,3.45,0.0
2026-01-14T03:00:00+00:00,site_001,0.0,19.76,24.41,10.0,0.0,0.0,4.65,0.0
2026-01-14T04:00:00+00:00,site_001,0.0,12.99,25.93,10.0,0.0,0.0,12.94,0.0
2026-01-14T05:00:00+00:00,site_001,0.0,18.18,25.45,10.0,0.0,0.0,7.27,0.0
2026-01-14T06:00:00+00:00,site_001,0.0,11.64,24.73,10.0,0.0,0.0,13.09,0.0
2026-01-14T07:00:00+00:00,site_001,13.79,9.74,46.28,10.0,0.0,0.0,22.75,0.0
2026-01-14T08:00:00+00:00,site_001,24.91,4.39,47.49,10.0,0.0,0.0,18.19,0.0
2026-01-14T09:00:00+00:00,site_001,37.88,3.28,47.88,10.0,0.0,0.0,6.72,0.0
2026-01-14T10:00:00+00:00,site_001,39.54,7.2,38.53,18.2,8.21,0.0,0.0,0.0
2026-01-14T11:00:00+00:00,site_001,55.22,2.87,38.32,38.0,19.77,0.0,0.0,0.0
2026-01-14T12:00:00+00:00,site_001,57.31,8.56,37.48,58.0,20.0,0.0,0.0,8.39
2026-01-14T13:00:00+00:00,site_001,44.0,4.03,37.95,68.1,10.08,0.0,0.0,0.0
2026-01-14T14:00:00+00:00,site_001,50.27,8.5,37.2,88.1,20.0,0.0,0.0,1.57
2026-01-14T15:00:00+00:00,site_001,37.4,5.52,38.61,92.4,4.31,0.0,0.0,0.0
2026-01-14T16:00:00+00:00,site_001,25.57,9.05,35.77,91.2,0.0,1.15,0.0,0.0
2026-01-14T17:00:00+00:00,site_001,13.47,14.0,53.19,71.2,0.0,20.0,5.72,0.0
2026-01-14T18:00:00+00:00,site_001,0.0,12.75,55.76,51.2,0.0,20.0,23.01,0.0
2026-01-14T19:00:00+00:00,site_001,0.0,16.71,55.8,31.2,0.0,20.0,19.09,0.0
2026-01-14T20:00:00+00:00,site_001,0.0,13.8,53.08,11.2,0.0,20.0,19.28,0.0
2026-01-14T21:00:00+00:00,site_001,0.0,18.74,55.3,10.0,0.0,1.2,35.36,0.0
2026-01-14T22:00:00+00:00,site_001,0.0,21.47,23.18,10.0,0.0,0.0,1.71,0.0
2026-01-14T23:00:00+00:00,site_001,0.0,14.18,26.16,10.0,0.0,0.0,11.98,0.0
2026-01-15T00:00:00+00:00,site_001,0.0,22.96,27.99,10.0,0.0,0.0,5.03,0.0
2026-01-15T01:00:00+00:00,site_001,0.0,20.96,25.17,10.0,0.0,0.0,4.21,0.0
2026-01-15T02:00:00+00:00,site_001,0.0,13.73,26.17,10.0,0.0,0.0,12.44,0.0
2026-01-15T03:00:00+00:00,site_001,0.0,20.28,25.22,10.0,0.0,0.0,4.94,0.0
2026-01-15T04:00:00+00:00,site_001,0.0,16.94,27.52,10.0,0.0,0.0,10.58,0.0
2026-01-15T05:00:00+00:00,site_001,0.0,8.65,26.98,10.0,0.0,0.0,18.33,0.0
2026-01-15T06:00:00+00:00,site_001,0.0,10.0,23.73,10.0,0.0,0.0,13.73,0.0
2026-01-15T07:00:00+00:00,site_001,13.71,9.97,47.96,10.0,0.0,0.0,24.28,0.0
2026-01-15T08:00:00+00:00,site_001,23.77,3.29,48.35,10.0,0.0,0.0,21.29,0.0
2026-01-15T09:00:00+00:00,site_001,38.39,3.35,48.56,10.0,0.0,0.0,6.82,0.0
2026-01-15T10:00:00+00:00,site_001,40.83,4.37,36.27,18.9,8.93,0.0,0.0,0.0
2026-01-15T11:00:00+00:00,site_001,47.17,0.0,39.02,27.0,8.15,0.0,0.0,0.0
2026-01-15T12:00:00+00:00,site_001,58.52,5.53,35.79,47.0,20.0,0.0,0.0,8.26
2026-01-15T13:00:00+00:00,site_001,49.87,2.46,37.94,61.4,14.39,0.0,0.0,0.0
2026-01-15T14:00:00+00:00,site_001,47.27,4.0,36.25,76.4,15.02,0.0,0.0,0.0
2026-01-15T15:00:00+00:00,site_001,40.79,2.94,36.92,83.2,6.81,0.0,0.0,0.0
2026-01-15T16:00:00+00:00,site_001,26.12,4.87,37.86,76.3,0.0,6.87,0.0,0.0
2026-01-15T17:00:00+00:00,site_001,13.88,14.24,52.98,56.3,0.0,20.0,4.86,0.0
2026-01-15T18:00:00+00:00,site_001,0.0,12.83,52.87,36.3,0.0,20.0,20.04,0.0
2026-01-15T19:00:00+00:00,site_001,0.0,13.85,54.93,16.3,0.0,20.0,21.08,0.0
2026-01-15T20:00:00+00:00,site_001,0.0,17.45,51.75,10.0,0.0,6.3,28.0,0.0
2026-01-15T21:00:00+00:00,site_001,0.0,17.62,53.98,10.0,0.0,0.0,36.36,0.0
2026-01-15T22:00:00+00:00,site_001,0.0,21.79,24.43,10.0,0.0,0.0,2.64,0.0
2026-01-15T23:00:00+00:00,site_001,0.0,21.48,26.04,10.0,0.0,0.0,4.56,0.0
2026-01-16T00:00:00+00:00,site_001,0.0,17.27,26.18,10.0,0.0,0.0,8.91,0.0
2026-01-16T01:00:00+00:00,site_001,0.0,19.7,26.39,10.0,0.0,0.0,6.69,0.0
2026-01-16T02:00:00+00:00,site_001,0.0,19.95,26.3,10.0,0.0,0.0,6.35,0.0
2026-01-16T03:00:00+00:00,site_001,0.0,19.94,26.14,10.0,0.0,0.0,6.2,0.0
2026-01-16T04:00:00+00:00,site_001,0.0,19.03,26.23,10.0,0.0,0.0,7.2,0.0
2026-01-16T05:00:00+00:00,site_001,0.0,11.28,25.2,10.0,0.0,0.0,13.92,0.0
2026-01-16T06:00:00+00:00,site_001,0.0,13.57,23.45,10.0,0.0,0.0,9.88,0.0
2026-01-16T07:00:00+00:00,site_001,12.79,11.78,44.88,10.0,0.0,0.0,20.31,0.0
2026-01-16T08:00:00+00:00,site_001,23.49,7.89,48.86,10.0,0.0,0.0,17.48,0.0
2026-01-16T09:00:00+00:00,site_001,37.45,10.08,48.15,10.0,0.0,0.0,0.62,0.0
2026-01-16T10:00:00+00:00,site_001,42.31,8.0,37.41,22.9,12.9,0.0,0.0,0.0
2026-01-16T11:00:00+00:00,site_001,55.15,6.47,36.69,42.9,20.0,0.0,0.0,4.93
2026-01-16T12:00:00+00:00,site_001,46.73,8.38,35.7,62.3,19.41,0.0,0.0,0.0
2026-01-16T13:00:00+00:00,site_001,57.47,7.61,38.62,82.3,20.0,0.0,0.0,6.46
2026-01-16T14:00:00+00:00,site_001,51.7,9.43,39.02,100.0,17.7,0.0,0.0,4.41
2026-01-16T15:00:00+00:00,site_001,35.7,8.85,35.07,100.0,0.0,0.0,0.0,9.48
2026-01-16T16:00:00+00:00,site_001,26.52,7.05,38.36,95.2,0.0,4.79,0.0,0.0
2026-01-16T17:00:00+00:00,site_001,14.26,10.15,55.61,75.2,0.0,20.0,11.2,0.0
2026-01-16T18:00:00+00:00,site_001,0.0,7.33,52.67,55.2,0.0,20.0,25.34,0.0
2026-01-16T19:00:00+00:00,site_001,0.0,8.44,55.92,35.2,0.0,20.0,27.48,0.0
2026-01-16T20:00:00+00:00,site_001,0.0,15.61,56.08,15.2,0.0,20.0,20.47,0.0
2026-01-16T21:00:00+00:00,site_001,0.0,13.77,51.82,10.0,0.0,5.2,32.85,0.0
2026-01-16T22:00:00+00:00,site_001,0.0,20.98,27.55,10.0,0.0,0.0,6.57,0.0
2026-01-16T23:00:00+00:00,site_001,0.0,16.52,25.04,10.0,0.0,0.0,8.52,0.0
2026-01-17T00:00:00+00:00,site_001,0.0,15.15,23.98,10.0,0.0,0.0,8.83,0.0
2026-01-17T01:00:00+00:00,site_001,0.0,16.54,21.71,10.0,0.0,0.0,5.17,0.0
2026-01-17T02:00:00+00:00,site_001,0.0,13.72,23.69,10.0,0.0,0.0,9.97,0.0
2026-01-17T03:00:00+00:00,site_001,0.0,12.91,21.52,10.0,0.0,0.0,8.61,0.0
2026-01-17T04:00:00+00:00,site_001,0.0,16.7,22.97,10.0,0.0,0.0,6.27,0.0
2026-01-17T05:00:00+00:00,site_001,0.0,17.65,21.35,10.0,0.0,0.0,3.7,0.0
2026-01-17T06:00:00+00:00,site_001,0.0,7.8,21.32,10.0,0.0,0.0,13.52,0.0
2026-01-17T07:00:00+00:00,site_001,12.03,9.2,34.94,10.0,0.0,0.0,13.71,0.0
2026-01-17T08:00:00+00:00,site_001,29.64,2.83,34.75,10.0,0.0,0.0,2.28,0.0
2026-01-17T09:00:00+00:00,site_001,36.52,10.45,37.18,19.8,9.79,0.0,0.0,0.0
2026-01-17T10:00:00+00:00,site_001,40.26,6.61,29.77,36.9,17.1,0.0,0.0,0.0
2026-01-17T11:00:00+00:00,site_001,57.63,2.59,29.04,56.9,20.0,0.0,0.0,11.18
2026-01-17T12:00:00+00:00,site_001,47.85,0.0,31.29,73.5,16.56,0.0,0.0,0.0
2026-01-17T13:00:00+00:00,site_001,50.06,5.63,30.26,93.5,20.0,0.0,0.0,5.43
2026-01-17T14:00:00+00:00,site_001,46.73,0.0,30.98,100.0,6.5,0.0,0.0,9.25
2026-01-17T15:00:00+00:00,site_001,34.4,2.21,29.87,100.0,0.0,0.0,0.0,6.74
2026-01-17T16:00:00+00:00,site_001,23.01,10.15,28.09,100.0,0.0,0.0,0.0,5.07
2026-01-17T17:00:00+00:00,site_001,12.49,13.01,39.42,86.1,0.0,13.92,0.0,0.0
2026-01-17T18:00:00+00:00,site_001,0.0,15.26,37.79,66.1,0.0,20.0,2.53,0.0
2026-01-17T19:00:00+00:00,site_001,0.0,16.78,38.5,46.1,0.0,20.0,1.72,0.0
2026-01-17T20:00:00+00:00,site_001,0.0,11.3,39.03,26.1,0.0,20.0,7.73,0.0
2026-01-17T21:00:00+00:00,site_001,0.0,13.3,41.08,10.0,0.0,16.1,11.68,0.0
2026-01-17T22:00:00+00:00,site_001,0.0,13.0,19.32,10.0,0.0,0.0,6.32,0.0
2026-01-17T23:00:00+00:00,site_001,0.0,21.39,20.44,10.9,0.95,0.0,0.0,0.0
2026-01-18T00:00:00+00:00,site_001,0.0,16.99,20.12,10.0,0.0,0.9,2.23,0.0
2026-01-18T01:00:00+00:00,site_001,0.0,14.02,22.96,10.0,0.0,0.0,8.94,0.0
2026-01-18T02:00:00+00:00,site_001,0.0,18.01,22.98,10.0,0.0,0.0,4.97,0.0
2026-01-18T03:00:00+00:00,site_001,0.0,16.32,23.14,10.0,0.0,0.0,6.82,0.0
2026-01-18T04:00:00+00:00,site_001,0.0,15.13,19.8,10.0,0.0,0.0,4.67,0.0
2026-01-18T05:00:00+00:00,site_001,0.0,13.23,23.98,10.0,0.0,0.0,10.75,0.0
2026-01-18T06:00:00+00:00,site_001,0.0,14.08,23.58,10.0,0.0,0.0,9.5,0.0
2026-01-18T07:00:00+00:00,site_001,13.67,8.89,37.72,10.0,0.0,0.0,15.16,0.0
2026-01-18T08:00:00+00:00,site_001,22.96,7.29,34.91,10.0,0.0,0.0,4.66,0.0
2026-01-18T09:00:00+00:00,site_001,39.1,5.85,37.45,17.5,7.5,0.0,0.0,0.0
2026-01-18T10:00:00+00:00,site_001,39.93,0.56,30.09,27.9,10.4,0.0,0.0,0.0
2026-01-18T11:00:00+00:00,site_001,44.42,1.76,30.22,43.9,15.96,0.0,0.0,0.0
2026-01-18T12:00:00+00:00,site_001,53.23,2.0,32.02,63.9,20.0,0.0,0.0,3.21
2026-01-18T13:00:00+00:00,site_001,51.15,3.54,30.08,83.9,20.0,0.0,0.0,4.61
2026-01-18T14:00:00+00:00,site_001,40.26,6.77,31.31,99.6,15.72,0.0,0.0,0.0
2026-01-18T15:00:00+00:00,site_001,38.72,8.64,30.65,100.0,0.4,0.0,0.0,16.31
2026-01-18T16:00:00+00:00,site_001,24.11,7.02,28.19,100.0,0.0,0.0,0.0,2.94
2026-01-18T17:00:00+00:00,site_001,12.96,8.84,39.85,82.0,0.0,18.05,0.0,0.0
2026-01-18T18:00:00+00:00,site_001,0.0,10.52,41.1,62.0,0.0,20.0,10.58,0.0
2026-01-18T19:00:00+00:00,site_001,0.0,11.93,38.54,42.0,0.0,20.0,6.61,0.0
2026-01-18T20:00:00+00:00,site_001,0.0,19.23,38.11,23.1,0.0,18.88,0.0,0.0
2026-01-18T21:00:00+00:00,site_001,0.0,19.87,38.24,10.0,0.0,13.1,5.27,0.0
2026-01-18T22:00:00+00:00,site_001,0.0,13.71,22.94,10.0,0.0,0.0,9.23,0.0
2026-01-18T23:00:00+00:00,site_001,0.0,21.61,22.03,10.0,0.0,0.0,0.42,0.0
2026-01-19T00:00:00+00:00,site_001,0.0,19.61,25.81,10.0,0.0,0.0,6.2,0.0
2026-01-19T01:00:00+00:00,site_001,0.0,16.79,23.61,10.0,0.0,0.0,6.82,0.0
2026-01-19T02:00:00+00:00,site_001,0.0,16.28,26.33,10.0,0.0,0.0,10.05,0.0
2026-01-19T03:00:00+00:00,site_001,0.0,19.06,27.34,10.0,0.0,0.0,8.28,0.0
2026-01-19T04:00:00+00:00,site_001,0.0,17.21,27.84,10.0,0.0,0.0,10.63,0.0
2026-01-19T05:00:00+00:00,site_001,0.0,14.2,24.76,10.0,0.0,0.0,10.56,0.0
2026-01-19T06:00:00+00:00,site_001,0.0,8.38,26.28,10.0,0.0,0.0,17.9,0.0
2026-01-19T07:00:00+00:00,site_001,12.52,5.39,48.23,10.0,0.0,0.0,30.32,0.0
2026-01-19T08:00:00+00:00,site_001,25.26,10.13,46.87,10.0,0.0,0.0,11.48,0.0
2026-01-19T09:00:00+00:00,site_001,40.38,9.4,48.87,10.9,0.91,0.0,0.0,0.0
2026-01-19T10:00:00+00:00,site_001,49.6,5.89,38.21,28.2,17.28,0.0,0.0,0.0
2026-01-19T11:00:00+00:00,site_001,43.85,8.3,39.15,41.2,13.0,0.0,0.0,0.0
2026-01-19T12:00:00+00:00,site_001,49.01,0.55,38.51,52.2,11.05,0.0,0.0,0.0
2026-01-19T13:00:00+00:00,site_001,47.94,2.4,35.03,67.5,15.31,0.0,0.0,0.0
2026-01-19T14:00:00+00:00,site_001,50.27,5.42,37.0,86.2,18.69,0.0,0.0,0.0
2026-01-19T15:00:00+00:00,site_001,33.32,7.28,35.15,91.7,5.45,0.0,0.0,0.0
2026-01-19T16:00:00+00:00,site_001,28.1,4.65,37.1,87.4,0.0,4.35,0.0,0.0
2026-01-19T17:00:00+00:00,site_001,12.97,8.01,55.11,67.4,0.0,20.0,14.13,0.0
2026-01-19T18:00:00+00:00,site_001,0.0,11.93,51.92,47.4,0.0,20.0,19.99,0.0
2026-01-19T19:00:00+00:00,site_001,0.0,8.72,52.29,27.4,0.0,20.0,23.57,0.0
2026-01-19T20:00:00+00:00,site_001,0.0,16.18,54.87,10.0,0.0,17.4,21.29,0.0
2026-01-19T21:00:00+00:00,site_001,0.0,14.27,54.81,10.0,0.0,0.0,40.54,0.0
2026-01-19T22:00:00+00:00,site_001,0.0,17.6,25.21,10.0,0.0,0.0,7.61,0.0
2026-01-19T23:00:00+00:00,site_001,0.0,16.23,26.77,10.0,0.0,0.0,10.54,0.0
2026-01-20T00:00:00+00:00,site_001,0.0,14.89,25.15,10.0,0.0,0.0,10.26,0.0
2026-01-20T01:00:00+00:00,site_001,0.0,16.33,26.39,10.0,0.0,0.0,10.06,0.0
2026-01-20T02:00:00+00:00,site_001,0.0,17.61,26.34,10.0,0.0,0.0,8.73,0.0
2026-01-20T03:00:00+00:00,site_001,0.0,12.01,24.98,10.0,0.0,0.0,12.97,0.0
2026-01-20T04:00:00+00:00,site_001,0.0,15.99,23.04,10.0,0.0,0.0,7.05,0.0
2026-01-20T05:00:00+00:00,site_001,0.0,11.21,24.06,10.0,0.0,0.0,12.85,0.0
2026-01-20T06:00:00+00:00,site_001,0.0,8.81,24.64,10.0,0.0,0.0,15.83,0.0
2026-01-20T07:00:00+00:00,site_001,11.68,11.78,44.88,10.0,0.0,0.0,21.42,0.0
2026-01-20T08:00:00+00:00,site_001,25.35,9.54,46.5,10.0,0.0,0.0,11.61,0.0
2026-01-20T09:00:00+00:00,site_001,40.66,9.01,44.36,15.3,5.31,0.0,0.0,0.0
2026-01-20T10:00:00+00:00,site_001,50.17,0.18,35.09,30.6,15.26,0.0,0.0,0.0
2026-01-20T11:00:00+00:00,site_001,56.81,7.63,37.88,50.6,20.0,0.0,0.0,6.56
2026-01-20T12:00:00+00:00,site_001,53.6,5.84,37.09,70.6,20.0,0.0,0.0,2.35
2026-01-20T13:00:00+00:00,site_001,45.14,0.0,36.62,79.1,8.52,0.0,0.0,0.0
2026-01-20T14:00:00+00:00,site_001,49.38,5.94,39.16,95.3,16.16,0.0,0.0,0.0
2026-01-20T15:00:00+00:00,site_001,41.58,1.83,39.22,99.5,4.19,0.0,0.0,0.0
2026-01-20T16:00:00+00:00,site_001,24.32,8.39,37.62,94.6,0.0,4.91,0.0,0.0
2026-01-20T17:00:00+00:00,site_001,13.18,7.41,53.2,74.6,0.0,20.0,12.61,0.0
2026-01-20T18:00:00+00:00,site_001,0.0,7.93,54.05,54.6,0.0,20.0,26.12,0.0
2026-01-20T19:00:00+00:00,site_001,0.0,9.33,54.05,34.6,0.0,20.0,24.72,0.0
2026-01-20T20:00:00+00:00,site_001,0.0,19.06,53.25,14.6,0.0,20.0,14.19,0.0
2026-01-20T21:00:00+00:00,site_001,0.0,18.83,55.59,10.0,0.0,4.6,32.16,0.0
2026-01-20T22:00:00+00:00,site_001,0.0,20.9,24.18,10.0,0.0,0.0,3.28,0.0
2026-01-20T23:00:00+00:00,site_001,0.0,14.96,23.99,10.0,0.0,0.0,9.03,0.0
2026-01-21T00:00:00+00:00,site_001,0.0,19.77,26.8,10.0,0.0,0.0,7.03,0.0
2026-01-21T01:00:00+00:00,site_001,0.0,20.05,23.89,10.0,0.0,0.0,3.84,0.0
2026-01-21T02:00:00+00:00,site_001,0.0,20.47,25.47,10.0,0.0,0.0,5.0,0.0
2026-01-21T03:00:00+00:00,site_001,0.0,19.1,26.8,10.0,0.0,0.0,7.7,0.0
2026-01-21T04:00:00+00:00,site_001,0.0,14.49,27.62,10.0,0.0,0.0,13.13,0.0
2026-01-21T05:00:00+00:00,site_001,0.0,13.84,26.18,10.0,0.0,0.0,12.34,0.0
2026-01-21T06:00:00+00:00,site_001,0.0,14.89,26.14,10.0,0.0,0.0,11.25,0.0
2026-01-21T07:00:00+00:00,site_001,12.23,4.99,46.21,10.0,0.0,0.0,28.99,0.0
2026-01-21T08:00:00+00:00,site_001,24.77,5.25,44.28,10.0,0.0,0.0,14.26,0.0
2026-01-21T09:00:00+00:00,site_001,37.2,4.05,46.26,10.0,0.0,0.0,5.01,0.0
2026-01-21T10:00:00+00:00,site_001,39.71,8.07,35.38,22.4,12.4,0.0,0.0,0.0
2026-01-21T11:00:00+00:00,site_001,55.99,7.56,38.08,42.4,20.0,0.0,0.0,5.47
2026-01-21T12:00:00+00:00,site_001,52.61,3.38,37.77,60.6,18.22,0.0,0.0,0.0
2026-01-21T13:00:00+00:00,site_001,54.94,7.96,37.25,80.6,20.0,0.0,0.0,5.65
2026-01-21T14:00:00+00:00,site_001,49.49,6.27,36.61,99.8,19.15,0.0,0.0,0.0
2026-01-21T15:00:00+00:00,site_001,36.86,2.46,35.31,100.0,0.2,0.0,0.0,3.81
2026-01-21T16:00:00+00:00,site_001,23.28,11.49,36.72,98.0,0.0,1.95,0.0,0.0
2026-01-21T17:00:00+00:00,site_001,14.42,9.35,52.36,78.0,0.0,20.0,8.59,0.0
2026-01-21T18:00:00+00:00,site_001,0.0,10.63,53.7,58.0,0.0,20.0,23.07,0.0
2026-01-21T19:00:00+00:00,site_001,0.0,13.42,52.29,38.0,0.0,20.0,18.87,0.0
2026-01-21T20:00:00+00:00,site_001,0.0,13.73,52.91,18.0,0.0,20.0,19.18,0.0
2026-01-21T21:00:00+00:00,site_001,0.0,15.64,53.19,10.0,0.0,8.0,29.55,0.0
2026-01-21T22:00:00+00:00,site_001,0.0,18.72,26.95,10.0,0.0,0.0,8.23,0.0
2026-01-21T23:00:00+00:00,site_001,0.0,19.97,23.33,10.0,0.0,0.0,3.36,0.0
2026-01-22T00:00:00+00:00,site_001,0.0,14.7,26.39,10.0,0.0,0.0,11.69,0.0
2026-01-22T01:00:00+00:00,site_001,0.0,16.34,26.62,10.0,0.0,0.0,10.28,0.0
2026-01-22T02:00:00+00:00,site_001,0.0,19.31,27.53,10.0,0.0,0.0,8.22,0.0
2026-01-22T03:00:00+00:00,site_001,0.0,20.29,24.67,10.0,0.0,0.0,4.38,0.0
2026-01-22T04:00:00+00:00,site_001,0.0,15.83,23.71,10.0,0.0,0.0,7.88,0.0
2026-01-22T05:00:00+00:00,site_001,0.0,11.69,27.84,10.0,0.0,0.0,16.15,0.0
2026-01-22T06:00:00+00:00,site_001,0.0,10.17,25.98,10.0,0.0,0.0,15.81,0.0
2026-01-22T07:00:00+00:00,site_001,15.29,7.4,45.88,10.0,0.0,0.0,23.19,0.0
2026-01-22T08:00:00+00:00,site_001,28.44,10.63,47.35,10.0,0.0,0.0,8.28,0.0
2026-01-22T09:00:00+00:00,site_001,40.61,8.33,47.43,11.5,1.51,0.0,0.0,0.0
2026-01-22T10:00:00+00:00,site_001,45.81,6.22,37.12,26.4,14.91,0.0,0.0,0.0
2026-01-22T11:00:00+00:00,site_001,48.71,2.63,35.9,41.8,15.44,0.0,0.0,0.0
2026-01-22T12:00:00+00:00,site_001,48.21,8.23,37.43,60.8,19.01,0.0,0.0,0.0
2026-01-22T13:00:00+00:00,site_001,46.75,0.38,35.39,72.5,11.74,0.0,0.0,0.0
2026-01-22T14:00:00+00:00,site_001,49.94,0.77,38.85,84.4,11.86,0.0,0.0,0.0
2026-01-22T15:00:00+00:00,site_001,40.68,9.78,35.19,99.7,15.27,0.0,0.0,0.0
2026-01-22T16:00:00+00:00,site_001,25.03,10.16,35.66,99.2,0.0,0.47,0.0,0.0
2026-01-22T17:00:00+00:00,site_001,13.11,5.93,55.66,79.2,0.0,20.0,16.62,0.0
